Meet, Date, Age Category, Lifter, Body Weight (Kg), Snatch Lift 1, Snatch Lift 2, Snatch Lift 3, C&J Lift 1, C&J Lift 2, C&J Lift 3, Best Snatch, Best C&J, Total
Volusia Qualifier, 2017-01-07, Open Men's 77 kg, William Warm, 77, -116, 116, -118, 136, 143, -145, 116, 143, 259
Volusia Qualifier, 2017-01-07, Open Men's 69 kg, Vincent Sneed, 68.9, 80, 85, -92, 123, -130, 130, 85, 130, 215
Volusia Qualifier, 2017-01-07, Open Men's 62 kg, Thomas Gross, 60.7, 75, 80, -85, -103, 103, -108, 80, 103, 183
Volusia Qualifier, 2017-01-07, Women's 14-15 Age Group +69 kg, Marr-Khie Desvarieux, 70.2, 60, 63, 67, 78, 81, -83, 67, 81, 148
Volusia Qualifier, 2017-01-07, Open Women's 63 kg, Rachel Cole, 62.1, 60, 63, -65, 72, 75, -78, 63, 75, 138
Volusia Qualifier, 2017-01-07, Open Men's 56 kg, Chris JOHNSON, 55.5, 60, 63, -65, 75, -77, -77, 63, 75, 138
Volusia Qualifier, 2017-01-07, Open Women's 53 kg, Brittany Bentzoni, 52.1, -50, 53, 55, 65, 70, 75, 55, 75, 130
Volusia Qualifier, 2017-01-07, Open Women's 90 kg, Amanda Kanawall, 89.3, -58, 58, -62, 0, 0, 0, 58, 0, 0
Volusia Qualifier, 2017-01-07, Women's 14-15 Age Group 58 kg, Kiara Akuna, 57.9, 52, -54, -54, -78, -78, -78, 52, 0, 0
Volusia Qualifier, 2017-01-07, Open Men's 77 kg, Nicholas Yaeger, 74.3, -80, -80, -85, 120, 0, 0, 0, 120, 0




















